客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
融资融券账户里面的股票，是不是不能作为新股申购的市值啊,如何修改金融终端个股分时图下方的成交量柱状线的颜色？,"['如何修改金融终端个股分时图下方的成交量柱状线的颜色？', '如何修改金融终端K线图的副图指标参数？', '如何调整融资融券授信额度？', '信用账户可以买入现金类产品吗？', '信用账户可以购买非标的证券吗？']",0.99641031,新股申购的市值计算范围？,0,0
我忘记哪张卡了,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '忘记交易密码怎么办？', '客户编号忘记了如何找回？']",0.991404414,手机账号忘记了怎么办,1,1
在哪调整融资融券授信额度？,如何调整融资融券授信额度？,"['如何调整融资融券授信额度？', '如何修改金融终端K线图的副图指标参数？', '如何修改金融终端个股分时图下方的成交量柱状线的颜色？', '信用账户持有的股票如何行使投票权？', '新三板可以做融资融券交易吗？']",0.999640942,如何调整融资融券授信额度？,1,1
帮我开通创业板,创业板如何开通,"['创业板如何开通', '创业板权限首次开通？', '开通创业板权限对账户有什么要求？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.990793526,创业板如何开通,1,1
打新股票名称及申购代码相同吗？,新股的申购代码与证券代码一样吗？,"['新股的申购代码与证券代码一样吗？', '深市A股的增发代码是什么？', '信用账户对应银行的券商代码？', '手机账户密码忘记了怎么办', '如何重置信用账户密码？']",0.999878168,新股的申购代码与证券代码一样吗？,1,1
创业板首次开通必须在柜台吗,创业板如何开通,"['创业板如何开通', '创业板权限首次开通？', '开通创业板权限对账户有什么要求？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.987799287,创业板权限首次开通？,0,1
为什么不允许转出资金,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '外币证券转银行限额']",0.993701935,证券转银行为什么转不了？,0,1
股票卖了以后何时能转出资金,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '为何账户有资金无法转出？', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '上交所可转债债转股能撤单吗？']",0.998176813,当日卖出股票后可以转出资金吗？,1,1
多家券商间可以使用网下打新资格吗？,网上委托权限如何取消？,"['网上委托权限如何取消？', '上交所股东大会网络投票平台网址？', '网下打新资格是否支持在多家券商间使用？', '网下打新申报数量有什么规定？', '信用账户可以网上开通吗？']",0.994993865,网下打新资格是否支持在多家券商间使用？,0,1
不記得交易密碼了,如何修改交易密码,"['如何修改交易密码', '忘记交易密码怎么办？', '如何修改账户交易密码？', '忘记资金密码怎么办？', '如何修改账户资金密码？']",0.939871728,忘记交易密码怎么办？,0,1
请问创业板怎样开通,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.990644574,创业板如何开通,1,1
深交所新股上市首日临时停牌期间能接受委托吗？,深交所新股上市首日临时停牌期间接受委托吗？,"['深交所新股上市首日临时停牌期间接受委托吗？', '上交所新股上市首日临时停牌期间接受委托吗？', '新股上市首日有涨跌幅限制吗？', '深交所对竞价交易临时停牌有何规定？', '新股申购的市值计算范围？']",0.999698997,深交所新股上市首日临时停牌期间接受委托吗？,1,1
请问，怎么开通创业板？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.99088949,创业板如何开通,1,1
因为我的账户怎么登陆不上了呢,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '如何注销信用账户？', 'A股账户销户有哪些注意事项？']",0.889250815,如何开户？,1,1
为什么证券转银行转不出去？,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '为何账户有资金无法转出？', '信用账户资金无法转出的原因']",0.999669909,证券转银行为什么转不了？,1,1
证卷转银行怎么转不了,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.999345124,证券转银行为什么转不了？,1,1
交易密码错误如何修改呢？,如何修改交易密码,"['如何修改交易密码', '如何修改账户交易密码？', '忘记交易密码怎么办？', '深圳证券交易所证券代码编制原则是什么？', '深市A股的增发代码是什么？']",0.999904275,如何修改交易密码,1,1
为什么资金转不出来？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '外币证券转银行限额']",0.994255722,为何账户有资金无法转出？,1,1
请问我手续费是多少,网上开户佣金是多少？,"['网上开户佣金是多少？', '多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？', '如何调整佣金费率？']",0.992697537,多少资金能达到多少的佣金？,0,1
ST股票为何无法买入？,ST股票为何无法买入？,"['ST股票为何无法买入？', '上海ST、*ST股的交易规则？', '信用账户可以购买ST股票吗？', 'A股为什么要实行T+1股票交易制度？', 'B股实行T+0回转交易吗？']",0.999499559,ST股票为何无法买入？,1,1
交易密码如何修改,如何修改交易密码,"['如何修改交易密码', '如何修改账户交易密码？', '忘记交易密码怎么办？', '深圳证券交易所证券代码编制原则是什么？', '如何修改账户资金密码？']",0.999897122,如何修改交易密码,1,1
帐号忘记了,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？']",0.986091316,手机账号忘记了怎么办,1,1
我好像忘记自己的登录密码了,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '忘记交易密码怎么办？', '如何修改交易密码']",0.999605119,手机账户密码忘记了怎么办,1,1
您好，中了新股后要自己缴款吗？,新股中签扣款时对现金增利有什么影响？,"['新股中签扣款时对现金增利有什么影响？', '信用账户新股中签缴款占用了自有资金会影响维持担保比例吗？', '新股中签如何缴款？', '新股申购有数量要求吗？', '新股中签扣款时对金快线有什么影响？']",0.999078751,新股中签如何缴款？,0,1
.股票的交易时间,股票的交易时间？,"['股票的交易时间？', '如何交易股票？', '上海B股需要指定交易吗？', '上海ST、*ST股的交易规则？', '深圳大宗交易的成交确认时间？']",0.937235057,股票的交易时间？,1,1
我怎么查找股票账户,A股账户销户有哪些注意事项？,"['A股账户销户有哪些注意事项？', '信用账户持有的股票如何行使投票权？', '如何注销证券账户？', '如何注销信用账户？', 'A股账户销户需由本人亲自办理吗？']",0.981549978,如何查询证券账号？,0,0
申购新股时对数量有要求吗,新股申购的条件？,"['新股申购的条件？', '新股申购有数量要求吗？', '新股申购数量上限', '网下打新申报数量有什么规定？', '深圳市场的新股配号为何有小数点？']",0.994992912,新股申购有数量要求吗？,0,1
